frame,timecode,shot_id,keyframe,action_ko,dialogue_ko,sfx_ko,openart_prompt
757,01:15.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
758,01:15.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
759,01:15.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
760,01:15.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
761,01:16.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
762,01:16.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
763,01:16.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
764,01:16.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
765,01:16.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
766,01:16.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
767,01:16.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
768,01:16.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
769,01:16.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
770,01:16.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
771,01:17.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
772,01:17.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
773,01:17.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
774,01:17.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
775,01:17.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
776,01:17.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
777,01:17.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
778,01:17.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
779,01:17.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
780,01:17.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
781,01:18.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
782,01:18.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
783,01:18.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
784,01:18.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
785,01:18.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
786,01:18.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
787,01:18.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
788,01:18.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
789,01:18.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
790,01:18.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
791,01:19.0,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
792,01:19.1,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
793,01:19.2,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
794,01:19.3,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
795,01:19.4,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
796,01:19.5,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
797,01:19.6,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
798,01:19.7,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
799,01:19.8,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
800,01:19.9,008,kf_008_emotional_pause.png,모치가 천천히 숨을 고르고 가슴 별빛을 따뜻하게 밝힌다.,모치: 괜찮아. 급하게 안 해도 돼.,"따뜻한 숨, 작은 빛 번짐","Mochi breathes calmly, chest star grows warm, soft plush texture, emotional close up"
801,01:20.0,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
802,01:20.1,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
803,01:20.2,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
804,01:20.3,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
805,01:20.4,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
806,01:20.5,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
807,01:20.6,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
808,01:20.7,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
809,01:20.8,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
810,01:20.9,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
811,01:21.0,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
812,01:21.1,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
813,01:21.2,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
814,01:21.3,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
815,01:21.4,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
816,01:21.5,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
817,01:21.6,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
818,01:21.7,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
819,01:21.8,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
820,01:21.9,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
821,01:22.0,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
822,01:22.1,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
823,01:22.2,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
824,01:22.3,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
825,01:22.4,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
826,01:22.5,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
827,01:22.6,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
828,01:22.7,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
829,01:22.8,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
830,01:22.9,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
831,01:23.0,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
832,01:23.1,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
833,01:23.2,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
834,01:23.3,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
835,01:23.4,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
836,01:23.5,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
837,01:23.6,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
838,01:23.7,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
839,01:23.8,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
840,01:23.9,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
841,01:24.0,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
842,01:24.1,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
843,01:24.2,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
844,01:24.3,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
845,01:24.4,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
846,01:24.5,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
847,01:24.6,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
848,01:24.7,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
849,01:24.8,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
850,01:24.9,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
851,01:25.0,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
852,01:25.1,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
853,01:25.2,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
854,01:25.3,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
855,01:25.4,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
856,01:25.5,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
857,01:25.6,009,kf_005_door_meeting.png,주무가 꼬리빛을 작게 낮추고 별조각에게 천천히 다가간다.,주무: 내가 천천히 빛날게. 넌 따라오기만 해.,"꼬리빛 웅, 조용한 별소리","Zumu dims comet tail to guide a frightened little star, gentle character acting"
